municipio,uf,lat,lon,fonte,score,eco_score,soc_score,env_score,data_completeness,rank
SAO CAETANO DO SUL,SP,-23.619259176666663,-46.57016698,H2 Verde,0.4154,0.3334,0.1746,0.7655,0.875,1
CACAPAVA,SP,-23.1106961675,-45.7117189175,H2 Verde,0.4153,0.3335,0.1741,0.7655,0.875,1
SERRANA,SP,-21.173129754999998,-47.624426575,H2 Verde,0.4151,0.3363,0.1698,0.7655,0.875,1
PALMARES DO SUL,RS,-30.378227585,-50.36086166875,Solar,0.415,0.6329,0.1778,0.3616,1.0,1
CUBATAO,SP,-23.86054114625,-46.413472695,H2 Verde,0.4149,0.6183,0.1365,0.4223,1.0,1
SARAPUI,SP,-23.63700967,-47.81553455,H2 Verde,0.4148,0.3333,0.1727,0.7655,0.875,1
SANTA VITORIA DO PALMAR,RS,-33.37166410275862,-53.16400155396552,Solar,0.4145,0.6462,0.1383,0.3816,1.0,1
CABREUVA,SP,-23.25182017,-47.09190811,H2 Verde,0.4145,0.3334,0.1717,0.7655,0.875,1
NOVA ALIANCA,SP,-21.013735,-49.50713806,H2 Verde,0.414,0.3334,0.1699,0.7655,0.875,1
PRESIDENTE PRUDENTE,SP,-21.995833285,-51.324791655,H2 Verde,0.4139,0.3342,0.1684,0.7655,0.875,1
SANTO ANTONIO DE POSSE,SP,-22.60321398,-46.92949216,H2 Verde,0.4135,0.3334,0.1685,0.7655,0.875,1
ROSEIRA,SP,-22.89160244,-45.33693736,H2 Verde,0.4135,0.3334,0.1682,0.7655,0.875,1
TUPANDI,RS,-29.49661764,-51.41499853,Biometano,0.4135,0.8829,0.201,,0.5,1
BORA,SP,-22.16160967,-50.47443455,H2 Verde,0.4134,0.3338,0.1675,0.7655,0.875,1
JOSE BONIFACIO,SP,-21.084075390000002,-49.916953995,H2 Verde,0.4133,0.334,0.1669,0.7655,0.875,1
OLIMPIA,SP,-20.688469445,-49.11086486,H2 Verde,0.4133,0.336,0.164,0.7655,0.875,1
ELIAS FAUSTO,SP,-23.07075,-47.37063,H2 Verde,0.4132,0.3335,0.1672,0.7655,0.875,1
TORRES,RS,0.0,0.0,Solar,0.4131,0.6277,0.1863,0.3538,1.0,1
ITAPUI,SP,-22.23212805,-48.71887389,H2 Verde,0.4131,0.3334,0.167,0.7655,0.875,1
SANTA ALBERTINA,SP,-20.03781682,-50.671095699999995,H2 Verde,0.413,0.3341,0.1655,0.7655,0.875,1
CAIEIRAS,SP,-23.33844087,-46.77210274,H2 Verde,0.4129,0.3342,0.1653,0.7655,0.875,1
BARRETOS,SP,-20.55323189,-48.55853455,H2 Verde,0.4126,0.3334,0.1652,0.7655,0.875,1
TIO HUGO,RS,-28.573043065,-52.563613939999996,Solar,0.4126,0.628,0.1837,0.3543,1.0,1
SAO JOSE DOS AUSENTES,RS,-28.536115555000002,-49.991597915,Biometano,0.4126,0.8829,0.1981,0.0,0.625,1
REGISTRO,SP,-24.47583333,-47.82833333,H2 Verde,0.4125,0.3334,0.1649,0.7655,0.875,1
JANDIRA,SP,-23.51666589,-46.91567289,H2 Verde,0.4123,0.3334,0.1643,0.7655,0.875,1
JUNQUEIROPOLIS,SP,-21.4226873825,-51.3791754625,H2 Verde,0.4123,0.3364,0.1604,0.7655,0.875,1
VALPARAISO,SP,-21.1887658575,-50.898231535,H2 Verde,0.4122,0.3393,0.156,0.7655,0.875,1
CAETITE,BA,-14.109704655833333,-42.56357389645833,Solar,0.412,0.5708,0.1543,0.4578,1.0,1
COLOMBIA,SP,-20.22999598,-48.62444503,H2 Verde,0.4119,0.3336,0.1629,0.7655,0.875,1
CARAPICUIBA,SP,-23.523707576666666,-46.82729971,H2 Verde,0.4118,0.3334,0.1625,0.7655,0.875,1
DOBRADA,SP,-21.51480389,-48.40024306,H2 Verde,0.4117,0.3334,0.1622,0.7655,0.875,1
MARAU,RS,-28.422221264999997,-52.1932758125,Biometano,0.4116,0.8829,0.1947,0.0003,0.625,1
ITARARE,SP,-24.06941301,-49.33124164333333,H2 Verde,0.4115,0.652,0.1193,0.3829,1.0,1
SANTA GERTRUDES,SP,-22.450254835000003,-47.53443394,H2 Verde,0.4114,0.3335,0.1611,0.7655,0.875,1
CAMPO FORMOSO,BA,-10.293860170344828,-40.69919017689655,Solar,0.4114,0.5698,0.1554,0.4562,1.0,1
AGUDOS,SP,-22.46900716,-48.98803336,H2 Verde,0.4114,0.3335,0.1612,0.7655,0.875,1
SANTO ANTONIO DO ARACANGUA,SP,-20.90855285,-50.41105429,H2 Verde,0.4114,0.3335,0.1613,0.7655,0.875,1
LUIS ANTONIO,SP,-21.505246746666668,-47.77062461333333,H2 Verde,0.4113,0.3346,0.1592,0.7655,0.875,1
PORTO ALEGRE,RS,-30.02231208409091,-51.203213477272726,Biometano,0.4112,0.8829,0.1934,0.0,0.625,1
DIADEMA,SP,-23.681330432,-46.614157554,H2 Verde,0.411,0.3335,0.1599,0.7655,0.875,1
FERRAZ DE VASCONCELOS,SP,-23.52798333,-46.37749167,H2 Verde,0.4109,0.3334,0.1598,0.7655,0.875,1
GUAIRA,SP,-20.392206446666666,-48.262823033333326,H2 Verde,0.4109,0.3393,0.1516,0.7655,0.875,1
SANTOS,SP,-23.92947901,-46.32652461799999,H2 Verde,0.4105,0.3334,0.1581,0.7655,0.875,1
ASSIS,SP,-22.66199977,-50.41199989,H2 Verde,0.4103,0.3333,0.1576,0.7655,0.875,1
GUARIBA,SP,-21.416388310000002,-48.28556561,H2 Verde,0.4103,0.3372,0.1524,0.7655,0.875,1
COLINA,SP,-20.66194444,-48.53388889,H2 Verde,0.4102,0.3358,0.154,0.7655,0.875,1
CANDIOTA,RS,-31.498338445,-53.71780126,Biometano,0.4099,0.8829,0.1892,,0.5,1
LINS,SP,-21.638010015,-49.660329114999996,H2 Verde,0.4098,0.3351,0.1537,0.7655,0.875,1
ORINDIUVA,SP,-20.20183,-49.35565,H2 Verde,0.4098,0.336,0.1525,0.7655,0.875,1
ELDORADO DO SUL,RS,-30.00472222,-51.32472222,Solar,0.4097,0.6276,0.1752,0.3537,1.0,1
RODEIO BONITO,RS,-27.47519439,-53.1895,Solar,0.4096,0.6276,0.1747,0.3537,1.0,1
CORONEL BARROS,RS,-28.35134482,-54.00595704,Solar,0.4094,0.6283,0.1721,0.3548,1.0,1
PANAMBI,RS,-14.1986273,-26.729256885,Solar,0.4094,0.6277,0.1739,0.3538,1.0,1
NOVO HORIZONTE,SP,-21.501549166666667,-49.20188518333333,H2 Verde,0.4092,0.3359,0.1505,0.7655,0.875,1
RIO DAS PEDRAS,SP,-22.80763889,-47.614583335,H2 Verde,0.4092,0.3336,0.1538,0.7655,0.875,1
SANTA CRUZ DO RIO PARDO,SP,-22.90572306,-49.62460889,H2 Verde,0.4091,0.3334,0.1538,0.7655,0.875,1
TANABI,SP,-20.53449431,-49.57801041,H2 Verde,0.409,0.3355,0.1506,0.7655,0.875,1
FLORES DA CUNHA,RS,-29.08937222,-51.30944444,Solar,0.4088,0.6277,0.172,0.3538,1.0,1
NONOAI,RS,-27.384433751666666,-52.792336516666666,Solar,0.4085,0.628,0.1701,0.3543,1.0,1
BARREIRAS,BA,-11.94888514986111,-44.287995914305554,Solar,0.4083,0.556,0.1831,0.4367,1.0,1
CAXIAS DO SUL,RS,-29.1207864395,-51.136910936,Biometano,0.4082,0.8829,0.1783,0.0053,0.625,1
IACANGA,SP,-21.806505415,-49.017732190000004,H2 Verde,0.4081,0.335,0.1481,0.7655,0.875,1
ITAI,SP,-23.512397375,-48.983392055,H2 Verde,0.4081,0.3336,0.1501,0.7655,0.875,1
SANTA BARBARA D'OESTE,SP,-22.754690221666667,-47.401367825,H2 Verde,0.4081,0.3336,0.1501,0.7655,0.875,1
QUADRA,SP,-23.301575,-48.052685,H2 Verde,0.408,0.3333,0.1501,0.7655,0.875,1
GUATAPARA,SP,-21.39215583,-47.95279195,H2 Verde,0.408,0.3335,0.1497,0.7655,0.875,1
RAFARD,SP,-22.99734967,-47.52019455,H2 Verde,0.4079,0.3348,0.1477,0.7655,0.875,1
ESTANCIA VELHA,RS,0.0,0.0,Solar,0.4079,0.6276,0.1692,0.3537,1.0,1
BOCAINA,SP,-22.105161029999998,-48.481538764999996,H2 Verde,0.4079,0.3359,0.1464,0.7655,0.875,1
SEBASTIANOPOLIS DO SUL,SP,-20.58104577,-49.94241511,H2 Verde,0.4078,0.3362,0.1453,0.7655,0.875,1
MATAO,SP,-21.61409957,-48.352878445,H2 Verde,0.4078,0.3338,0.1487,0.7655,0.875,1
NOVA PRATA,RS,-28.714734434999997,-51.491018145,Solar,0.4077,0.6277,0.1683,0.3538,1.0,1
GUARACI,SP,-20.40150967,-48.99113455,H2 Verde,0.4077,0.3349,0.1468,0.7655,0.875,1
NAO-ME-TOQUE,RS,-28.47022779,-52.74652639,Solar,0.4076,0.6277,0.168,0.3538,1.0,1
TEODORO SAMPAIO,SP,-22.34972019,-52.52397291,H2 Verde,0.4075,0.3345,0.1469,0.7655,0.875,1
GUAPORE,RS,-28.836684846666667,-51.87730637666667,Solar,0.4075,0.6288,0.1642,0.3555,1.0,1
JAU,SP,-22.304119694999997,-48.58211431,H2 Verde,0.4074,0.3336,0.1475,0.7655,0.875,1
LORENA,SP,-22.741477054999997,-45.112211725,H2 Verde,0.4073,0.3334,0.1478,0.7655,0.875,1
CAPIVARI,SP,-22.87330621,-47.45355109,H2 Verde,0.4072,0.3334,0.1471,0.7655,0.875,1
PALESTINA,SP,-20.31065667,-49.58983055,H2 Verde,0.4072,0.3338,0.1468,0.7655,0.875,1
IBIRUBA,RS,-28.620590280000002,-53.17305278,Solar,0.4072,0.6277,0.1665,0.3538,1.0,1
SAO VICENTE,SP,-23.963644326666667,-46.37671880333334,H2 Verde,0.4071,0.3334,0.147,0.7655,0.875,1
CACHOEIRINHA,RS,-19.96190740666667,-34.064388890000004,Biometano,0.4071,0.8829,0.1797,0.0001,0.625,1
PARAISO,SP,-21.123588554999998,-49.221220105,H2 Verde,0.4071,0.3344,0.1457,0.7655,0.875,1
QUATA,SP,-22.24911111,-50.6525,H2 Verde,0.407,0.335,0.1446,0.7655,0.875,1
GUARUJA,SP,-23.98417394,-46.24808857333333,H2 Verde,0.407,0.3334,0.1465,0.7655,0.875,1
DOIS IRMAOS,RS,-29.59147322,-51.11239844,Solar,0.407,0.6277,0.1661,0.3538,1.0,1
BOM PRINCIPIO,RS,-29.4494175,-51.35302333,Solar,0.4068,0.6276,0.1653,0.3537,1.0,1
ADAMANTINA,SP,-21.58,-51.05472222,H2 Verde,0.4067,0.3338,0.1451,0.7655,0.875,1
PORTO FERREIRA,SP,-21.883977055,-47.48832283,H2 Verde,0.4067,0.3335,0.1454,0.7655,0.875,1
CHUI,RS,-33.64597755166667,-53.42197635916667,Solar,0.4067,0.6324,0.1515,0.3609,1.0,1
ARROIO DO MEIO,RS,-29.35843966,-51.95562455,Biometano,0.4066,0.8829,0.1781,,0.5,1
ITAARA,RS,0.0,0.0,Solar,0.4065,0.6277,0.1643,0.3538,1.0,1
COSMOPOLIS,SP,-22.65729996,-47.21090003,H2 Verde,0.4065,0.3345,0.1433,0.7655,0.875,1
PIRAPOZINHO,SP,-22.24111111,-51.42611111,H2 Verde,0.4064,0.3333,0.1447,0.7655,0.875,1
TIETE,SP,-23.072319999999998,-47.712604165,H2 Verde,0.4064,0.3334,0.1446,0.7655,0.875,1
MONTE APRAZIVEL,SP,-20.771068053333334,-49.75006043,H2 Verde,0.4064,0.3339,0.1439,0.7655,0.875,1
DESCALVADO,SP,-21.8318,-47.7505,H2 Verde,0.4064,0.3335,0.1444,0.7655,0.875,1
NOVA BASSANO,RS,-28.72104758,-51.84646815666667,Solar,0.4063,0.629,0.1597,0.3558,1.0,1
PORTAO,RS,-14.845138905,-25.61625,Solar,0.4063,0.6277,0.1637,0.3538,1.0,1
AGUAS DE SAO PEDRO,SP,-23.61194445,-46.65916666,H2 Verde,0.4061,0.3333,0.1437,0.7655,0.875,1
PIRANGI,SP,-21.09963194,-48.66984194,H2 Verde,0.4061,0.3334,0.1434,0.7655,0.875,1
PASSO FUNDO,RS,-28.263437425,-52.394319769999996,Biometano,0.4059,0.8829,0.1758,,0.5,1
MIRANDOPOLIS,SP,-21.193634590000002,-51.19915562,H2 Verde,0.4059,0.3336,0.1425,0.7655,0.875,1
JABOTICABAL,SP,-21.27686478,-48.280193680000004,H2 Verde,0.4058,0.3346,0.1409,0.7655,0.875,1
SAO ROQUE,SP,-23.52517633,-47.12581233,H2 Verde,0.4058,0.3333,0.1427,0.7655,0.875,1
CANOAS,RS,-29.8947259775,-51.1699220075,Biometano,0.4057,0.8829,0.1751,,0.5,1
SANTA CRUZ DO SUL,RS,-29.732519729999996,-52.428109836666664,Biometano,0.4057,0.8829,0.1749,0.0001,0.625,1
GUARARAPES,SP,-21.356190974999997,-50.718212300000005,H2 Verde,0.4057,0.3336,0.1419,0.7655,0.875,1
NOVA HARTZ,RS,-14.811111095,-25.446111095,Solar,0.4056,0.6276,0.1613,0.3537,1.0,1
MONTENEGRO,RS,-29.685833295000002,-51.47180555,Solar,0.4055,0.6276,0.1612,0.3537,1.0,1
SEBERI,RS,-27.59805556,-53.38583333,Solar,0.4055,0.6277,0.1609,0.3537,1.0,1
TUPA,SP,-21.93075278,-50.51347222,H2 Verde,0.4054,0.3333,0.1414,0.7655,0.875,1
OSVALDO CRUZ,SP,-21.77737497,-50.88740561,H2 Verde,0.4054,0.3335,0.1412,0.7655,0.875,1
POMPEIA,SP,-22.10614611,-50.17602806,H2 Verde,0.4054,0.3334,0.1413,0.7655,0.875,1
CASCA,RS,-28.52031022,-51.90856934,Solar,0.4053,0.6277,0.1603,0.3538,1.0,1
SUZANAPOLIS,SP,-20.40611111,-51.02916667,H2 Verde,0.4052,0.3348,0.1389,0.7655,0.875,1
PROMISSAO,SP,-21.559841048000003,-49.862347985999996,H2 Verde,0.4052,0.3376,0.1349,0.7655,0.875,1
NOVA GRANADA,SP,-20.53000967,-49.30453455,H2 Verde,0.4052,0.3334,0.1407,0.7655,0.875,1
LUCELIA,SP,-21.56486967,-50.95939455,H2 Verde,0.4051,0.3337,0.1398,0.7655,0.875,1
SAO JOSE DO INHACORA,RS,-27.72706,-54.19145694,Solar,0.4051,0.6276,0.1599,0.3537,1.0,1
CAJATI,SP,-24.72636111,-48.105,H2 Verde,0.405,0.3337,0.1397,0.7655,0.875,1
CAMARGO,RS,-28.593067599999998,-52.215516885,Biometano,0.405,0.8829,0.1729,0.0,0.625,1
CAPAO BONITO,SP,-23.977150555,-48.41849528,H2 Verde,0.4049,0.3334,0.1396,0.7655,0.875,1
SANTO ANTONIO DA PATRULHA,RS,-29.89430759,-50.565996435,Solar,0.4048,0.6276,0.1586,0.3537,1.0,1
SAO PEDRO DO TURVO,SP,-22.67514966,-49.76271455,H2 Verde,0.4043,0.3334,0.1377,0.7655,0.875,1
SANTA ROSA,RS,-27.825624091999998,-54.442664709999995,Biometano,0.4043,0.8829,0.1698,0.0007,0.625,1
FREDERICO WESTPHALEN,RS,-27.36159397,-53.41404147,Biometano,0.4042,0.8829,0.1698,0.0002,0.625,1
SUD MENNUCCI,SP,-20.727310385000003,-50.956128385,H2 Verde,0.4041,0.3353,0.1344,0.7655,0.875,1
NOVA CAMPINA,SP,-16.13323798,-32.631514970000005,H2 Verde,0.4041,0.3338,0.1366,0.7655,0.875,1
SALVADOR DAS MISSOES,RS,-28.15005159,-54.82020511,Solar,0.404,0.6259,0.1562,0.356,1.0,1
AVANHANDAVA,SP,-21.40130021,-49.89350002,H2 Verde,0.404,0.3335,0.1363,0.7655,0.875,1
PEREIRA BARRETO,SP,-20.607547654285717,-51.25912816142857,H2 Verde,0.4039,0.6191,0.1291,0.3918,1.0,1
NOVO BARREIRO,RS,-27.88388889,-53.13527778,Solar,0.4038,0.6276,0.1553,0.3537,1.0,1
SAO FRANCISCO DE PAULA,RS,-23.370849992,-40.59242012,Solar,0.4037,0.628,0.154,0.3543,1.0,1
DOIS CORREGOS,SP,-22.33879999,-48.40660002,H2 Verde,0.4037,0.3335,0.1355,0.7655,0.875,1
BOM SUCESSO DE ITARARE,SP,-24.31800001,-49.144,H2 Verde,0.4037,0.3333,0.1357,0.7655,0.875,1
ITAPOLIS,SP,-21.62772593,-48.83048282,H2 Verde,0.4035,0.3335,0.135,0.7655,0.875,1
PARAGUACU PAULISTA,SP,-22.5857746175,-49.8416897525,H2 Verde,0.4034,0.3354,0.1319,0.7655,0.875,1
CLEMENTINA,SP,-21.57972222,-50.43166667,H2 Verde,0.4033,0.3337,0.1341,0.7655,0.875,1
ERECHIM,RS,-27.654095008888888,-52.25235480222222,Biometano,0.4033,0.8829,0.1671,0.0002,0.625,1
ENCANTADO,RS,-29.21202778,-51.88925,Biometano,0.4032,0.8829,0.1667,,0.5,1
PITANGUEIRAS,SP,-17.48865174166667,-40.221177571666665,H2 Verde,0.4032,0.339,0.1265,0.7655,0.875,1
PLANALTO,SP,-21.03051751,-49.924147669999996,H2 Verde,0.4029,0.3336,0.1328,0.7655,0.875,1
RIO GRANDE,RS,-31.909793738,-52.273827522000005,Solar,0.4029,0.6311,0.14,0.3614,1.0,1
FARROUPILHA,RS,-21.90801751,-38.499948835,Biometano,0.4029,0.8829,0.1659,0.0001,0.625,1
GARCA,SP,-22.21070889,-49.65653,H2 Verde,0.4028,0.3333,0.1325,0.7655,0.875,1
SAO MANUEL,SP,-22.702163415,-48.557670875,H2 Verde,0.4026,0.3338,0.1314,0.7655,0.875,1
MORRO AGUDO,SP,-20.695989230000002,-48.096341210000006,H2 Verde,0.4026,0.3367,0.1275,0.7655,0.875,1
ESPIRITO SANTO DO TURVO,SP,-22.6777,-49.4202,H2 Verde,0.4026,0.3334,0.1318,0.7655,0.875,1
PARAPUA,SP,-21.91459057,-50.86549965,H2 Verde,0.4024,0.3335,0.131,0.7655,0.875,1
TRES DE MAIO,RS,-27.77138889,-54.38833333,Solar,0.4024,0.6277,0.1506,0.3538,1.0,1
VENANCIO AIRES,RS,-30.00211194,-52.31698194,Solar,0.4024,0.6276,0.1509,0.3537,1.0,1
BENTO DE ABREU,SP,-21.23071457,-50.77811977,H2 Verde,0.4022,0.3335,0.1306,0.7655,0.875,1
AMERICO BRASILIENSE,SP,-21.76277778,-48.08388889,H2 Verde,0.4022,0.3358,0.1273,0.7655,0.875,1
SAO MARCOS,RS,-28.98676939,-51.07302781,Solar,0.4022,0.6276,0.1501,0.3537,1.0,1
SANTO ANTONIO DO PLANALTO,RS,-28.38388889,-52.70444439,Solar,0.4021,0.6276,0.1498,0.3537,1.0,1
CAMACARI,BA,-12.631590446153846,-38.279039884615386,Eolica,0.402,0.2216,0.2107,0.8337,0.875,1
CAMACARI,BA,-12.631590446153846,-38.279039884615386,Solar,0.402,0.2216,0.2107,0.8337,0.875,1
IJUI,RS,-28.358580424285716,-53.86577747285714,Biometano,0.4019,0.8829,0.1596,0.0028,0.625,1
OUROLANDIA,BA,-9.768326283636362,-37.4806162769697,Solar,0.4017,0.5509,0.1766,0.4279,1.0,1
NOVA ROMA DO SUL,RS,-28.93654917,-51.46532111,Solar,0.4017,0.6285,0.1462,0.355,1.0,1
SANTA MARIA DO HERVAL,RS,-29.50102325,-51.00248197,Solar,0.4017,0.6277,0.1484,0.3538,1.0,1
SANTA CRUZ DAS PALMEIRAS,SP,-21.82747807,-47.24949879,H2 Verde,0.4016,0.3334,0.1288,0.7655,0.875,1
AMETISTA DO SUL,RS,-27.359943536666666,-53.193151,Solar,0.4016,0.6277,0.1481,0.3538,1.0,1
MACHADINHO,RS,-27.61436111,-51.74988889,Solar,0.4016,0.628,0.1472,0.3543,1.0,1
PONTAL,SP,-20.984684786666666,-48.03352606000001,H2 Verde,0.4013,0.3381,0.1214,0.7655,0.875,1
CASTILHO,SP,-20.85652224125,-51.53935369875,H2 Verde,0.4012,0.5857,0.1646,0.3919,1.0,1
CAPAO DO LEAO,RS,-31.760232126666665,-52.442005746666666,Biometano,0.4011,0.8829,0.1599,,0.5,1
MARACAI,SP,-22.57108967,-50.64415455,H2 Verde,0.401,0.3347,0.1247,0.7655,0.875,1
MONTE ALEGRE DOS CAMPOS,RS,-28.79184163,-50.74647603,Solar,0.4009,0.6285,0.1434,0.355,1.0,1
SANTA MARIA,RS,-23.785692504,-43.061862223000006,Biometano,0.4008,0.8829,0.1586,0.0003,0.625,1
GRAVATAI,RS,-19.966035496666667,-34.02466366666667,Biometano,0.4007,0.8829,0.1583,0.0001,0.625,1
SAO JOSE DO HORTENCIO,RS,-29.52656522,-51.2385901,Biometano,0.4006,0.8829,0.1581,,0.5,1
IBIRAREMA,SP,-22.782301023333332,-50.10079495333333,H2 Verde,0.4006,0.3345,0.124,0.7655,0.875,1
ENTRE-IJUIS,RS,-28.410995835,-54.305366665,Solar,0.4005,0.628,0.1434,0.3543,1.0,1
ANTONIO PRADO,RS,-28.89143806,-51.45587639,Solar,0.4004,0.6284,0.1418,0.3549,1.0,1
MIRANTE DO PARANAPANEMA,SP,-22.12020967,-51.75683455,H2 Verde,0.4002,0.3366,0.1198,0.7655,0.875,1
PONTES GESTAL,SP,-20.11378297,-49.76029594,H2 Verde,0.4002,0.3337,0.1235,0.7655,0.875,1
PLATINA,SP,-22.66365,-50.21668,H2 Verde,0.4,0.3334,0.1232,0.7655,0.875,1
SARANDI,RS,-27.93989855,-52.91359011,Biometano,0.4,0.8829,0.156,,0.5,1
IGARAPAVA,SP,-19.9881,-47.79816,H2 Verde,0.3998,0.3338,0.122,0.7655,0.875,1
SEVERINIA,SP,-20.82110014,-48.82270001,H2 Verde,0.3996,0.3336,0.1218,0.7655,0.875,1
TAPERA,RS,-28.62942553,-52.93563052,Solar,0.3994,0.6277,0.1407,0.3538,1.0,1
VISTA ALEGRE DO PRATA,RS,-28.81305556,-51.73777778,Solar,0.3993,0.6277,0.1403,0.3538,1.0,1
TRES PASSOS,RS,-27.44405548,-53.91408331,Biometano,0.3991,0.8829,0.1532,,0.5,1
LAGOA VERMELHA,RS,-28.13,-51.62694444,Solar,0.399,0.6277,0.1394,0.3537,1.0,1
FAXINALZINHO,RS,-27.34603944,-52.73162917,Solar,0.3987,0.6298,0.1324,0.357,1.0,1
ESTRELA,RS,-29.527062036666667,-51.92212485333334,Biometano,0.3986,0.8829,0.1514,0.0001,0.625,1
PINHAL GRANDE,RS,-29.26071944,-53.23588333,Solar,0.3986,0.6425,0.0963,0.3759,1.0,1
MORMACO,RS,-28.65585278,-52.70406944,Solar,0.3986,0.6278,0.1376,0.3539,1.0,1
VACARIA,RS,-28.27048155,-50.82989407,Biometano,0.3986,0.8829,0.1514,0.0,0.625,1
VERANOPOLIS,RS,-28.958555555,-51.504493055,Biometano,0.3986,0.8829,0.1514,0.0,0.625,1
SAO LEOPOLDO,RS,-29.779790313333336,-51.143820946666665,Biometano,0.3985,0.8829,0.1511,0.0001,0.625,1
SOLEDADE,RS,-28.84009551,-52.70141829,Solar,0.3985,0.6277,0.1378,0.3538,1.0,1
TAPIRATIBA,SP,-21.47666667,-46.80583333,H2 Verde,0.3985,0.3334,0.1183,0.7655,0.875,1
PALMITAL,SP,-22.762117045,-50.20858602,H2 Verde,0.3984,0.3334,0.118,0.7655,0.875,1
AGUDO,RS,-14.72454415,-26.642501985,Solar,0.3984,0.6313,0.1268,0.3593,1.0,1
CARAZINHO,RS,-28.290015695,-52.73987778,Biometano,0.3983,0.8829,0.1505,0.0,0.625,1
CAMPESTRE DA SERRA,RS,-28.60714114,-51.21940149,Solar,0.3982,0.6277,0.1367,0.3538,1.0,1
SAO DESIDERIO,BA,-12.55644061,-45.282870278000004,Solar,0.3981,0.5447,0.1821,0.4186,1.0,1
BOM JESUS,RS,-28.850689965714285,-50.507423304285716,Solar,0.3981,0.6298,0.1303,0.357,1.0,1
NOVA PADUA,RS,-29.00529866,-51.3844177,Solar,0.3981,0.6315,0.1256,0.3595,1.0,1
GUANAMBI,BA,-14.135809304545454,-42.670797493636364,Solar,0.398,0.5493,0.1688,0.4255,1.0,1
SAPIRANGA,RS,-29.62680914,-51.006284945,Biometano,0.398,0.8829,0.1495,0.0001,0.625,1
PRESIDENTE ALVES,SP,-22.05632484,-49.32094528,H2 Verde,0.398,0.3334,0.1165,0.7655,0.875,1
PELOTAS,RS,-18.645026727058823,-30.78734512294118,Biometano,0.3977,0.8829,0.1483,0.0001,0.625,1
CASA NOVA,BA,-6.461827429,-28.944969481999998,Solar,0.3975,0.5498,0.1658,0.4262,1.0,1
COTIPORA,RS,-28.96282975,-51.7577345,Solar,0.3974,0.6282,0.1324,0.3546,1.0,1
JACAREACANGA,PA,-7.752140035,-57.3420026075,H2 Verde,0.3973,0.5518,0.2768,0.3119,1.0,1
CAPAO BONITO DO SUL,RS,-28.16083333,-51.50083333,Solar,0.3973,0.6276,0.1339,0.3537,1.0,1
CERRO GRANDE,RS,-27.571815280000003,-53.14559027999999,Solar,0.3971,0.6277,0.133,0.3539,1.0,1
MONCOES,SP,-20.86324,-50.07932,H2 Verde,0.397,0.3339,0.1125,0.7655,0.875,1
GALIA,SP,-22.29100121,-49.55301195,H2 Verde,0.397,0.3333,0.1133,0.7655,0.875,1
ANTA GORDA,RS,-14.483333335,-25.95833333,Solar,0.3969,0.6276,0.1325,0.3537,1.0,1
ARIRANHA,SP,-21.184314473333334,-48.831172366666664,H2 Verde,0.3967,0.3367,0.1079,0.7655,0.875,1
SAO LOURENCO DO SUL,RS,-31.363165305000003,-51.976126390000005,Solar,0.3967,0.6276,0.1319,0.3537,1.0,1
CONDOR,RS,-28.232075036666668,-53.47226196333333,Solar,0.3966,0.6277,0.1314,0.3538,1.0,1
SAPUCAIA DO SUL,RS,-29.827563716666663,-51.14885062,Biometano,0.3965,0.8829,0.1444,0.0001,0.625,1
SANTO ANTONIO DO PALMA,RS,-28.51081578,-52.00609144,Solar,0.3965,0.6276,0.1311,0.3537,1.0,1
XIQUE-XIQUE,BA,-10.95625016074074,-42.59525803333333,Solar,0.3964,0.559,0.1359,0.4401,1.0,1
BAGE,RS,-31.347166545,-54.08865461,Biometano,0.3964,0.8829,0.1442,,0.5,1
BARRA DO RIBEIRO,RS,0.0,0.0,Solar,0.3963,0.6277,0.1303,0.3537,1.0,1
CAMPO BOM,RS,-22.259088769999998,-38.30040752,Biometano,0.3962,0.8829,0.1434,0.0001,0.625,1
INDEPENDENCIA,RS,-27.89166667,-54.10305556,Solar,0.3962,0.6277,0.1298,0.3539,1.0,1
QUARAI,RS,-30.093751726,-56.211191744,Biometano,0.396,0.8829,0.1429,0.0,0.625,1
SANTO ANGELO,RS,-28.282945316666666,-54.26511209,Biometano,0.3959,0.8829,0.1423,0.0001,0.625,1
MUITOS CAPOES,RS,-28.60520559,-51.354429806666666,Solar,0.3958,0.6279,0.1278,0.3542,1.0,1
VIAMAO,RS,-30.2189762875,-50.8402881025,Solar,0.3957,0.6258,0.1282,0.3564,1.0,1
VARZEA NOVA,BA,-11.083905617142857,-41.40594050357142,Solar,0.3956,0.556,0.1419,0.4355,1.0,1
SALTO DO JACUI,RS,-29.04488895,-53.19904932,Solar,0.3954,0.6376,0.0989,0.3687,1.0,1
CAMPINA DAS MISSOES,RS,-28.02309998,-54.8353661,Solar,0.3953,0.6277,0.127,0.3537,1.0,1
IBIACA,RS,-28.05537474,-51.92099721,Solar,0.3953,0.6277,0.127,0.3537,1.0,1
SAO LUIZ GONZAGA,RS,-28.40067633,-54.96256233,Biometano,0.3952,0.8829,0.14,,0.5,1
JULIO DE CASTILHOS,RS,-25.081726252857145,-46.014809312857146,Solar,0.3952,0.6301,0.1198,0.3574,1.0,1
ITACARE,BA,-14.38333333,-39.015,Solar,0.3949,0.5435,0.1748,0.4168,1.0,1
